CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
ENTRE RIOS AV.,"1260",1260 ENTRE RIOS AV.,-58.391347,-34.623675,"1",CONSTITUCION,"6",V,,,,,,,,,,
ENTRE RIOS AV.,"1250",1250 ENTRE RIOS AV.,-58.391358,-34.623396,"1",CONSTITUCION,"50",V,,,,,,,,,,
DEL LIBERTADOR AV.,"8355",8345 DEL LIBERTADOR AV.,-58.46486,-34.53882,"13",NUÑEZ,"15",I,"28",V,"29",I,"117",I,,,,
ENTRE RIOS AV.,"1226",1226 ENTRE RIOS AV.,-58.391372,-34.623072,"1",CONSTITUCION,"12",I,"129",V,,,,,,,,
PEPIRI,"397",397 PEPIRI,-58.409322,-34.642555,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,
ENTRE RIOS AV.,"1160",1160 ENTRE RIOS AV.,-58.391422,-34.622178,"1",CONSTITUCION,"37",V,"150",V,,,,,,,,
PEPIRI,"215",215 PEPIRI,-58.408993,-34.640568,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,
ENTRE RIOS AV.,"1048",1048 ENTRE RIOS AV.,-58.391494,-34.620876,"1",CONSTITUCION,"84",I,,,,,,,,,,
ENTRE RIOS AV.,"1024",1024 ENTRE RIOS AVE,-58.391511,-34.620601,"1",CONSTITUCION,"6",V,,,,,,,,,,
DEL LIBERTADOR AV.,"8210",8210 DEL LIBERTADOR AV.,-58.464646,-34.539504,"13",NUÑEZ,"15",V,"28",I,"29",V,,,,,,
ENTRE RIOS AV.,"1002",1002 ENTRE RIOS AVE,-58.391522,-34.620319,"1",CONSTITUCION,"50",V,,,,,,,,,,
ENTRE RIOS AV.,"962",962 ENTRE RIOS AV.,-58.391544,-34.619768,"1",CONSTITUCION,"12",I,,,,,,,,,,
ENTRE RIOS AV.,"940",940 ENTRE RIOS AV.,-58.391552,-34.619544,"1",CONSTITUCION,"37",V,,,,,,,,,,
ENTRE RIOS AV.,"920",920 ENTRE RIOS AV.,-58.391561,-34.619313,"1",CONSTITUCION,"150",V,,,,,,,,,,
CASEROS AV.,"3243",3243 CASEROS AV.,-58.41012,-34.637822,"4",PARQUE PATRICIOS,"9",I,"50",I,,,,,,,,
DEL LIBERTADOR AV.,"7811",7811 DEL LIBERTADOR AV.,-58.46209,-34.5425,"13",NUÑEZ,"15",I,"28",V,"29",I,"130",I,,,,
ENTRE RIOS AV.,"852",852 ENTRE RIOS AV.,-58.391582,-34.618715,"1",CONSTITUCION,"151",I,,,,,,,,,,
CASEROS AV.,"3277",3277 CASEROS AV.,-58.410698,-34.637923,"4",PARQUE PATRICIOS,"25",I,"65",I,,,,,,,,
ENTRE RIOS AV.,"820",820 ENTRE RIOS AV.,-58.391591,-34.618458,"1",CONSTITUCION,"90",I,"129",V,,,,,,,,
CASEROS AV.,"3285",3285 CASEROS AV.,-58.410996,-34.637972,"4",PARQUE PATRICIOS,"134",V,,,,,,,,,,
CASEROS AV.,"3284",3284 CASEROS AV.,-58.410733,-34.638061,"4",PARQUE PATRICIOS,"134",I,,,,,,,,,,
ENTRE RIOS AV.,"752",752 ENTRE RIOS AV.,-58.391593,-34.617737,"1",MONSERRAT,"84",I,,,,,,,,,,
CASEROS AV.,"3274",3274 CASEROS AV.,-58.410908,-34.638117,"4",PARQUE PATRICIOS,"6",V,"9",V,,,,,,,,
ENTRE RIOS AV.,"744",744 ENTRE RIOS AV.,-58.391587,-34.617413,"1",MONSERRAT,"6",V,"50",V,,,,,,,,
ENTRE RIOS AV.,"678",678 ENTRE RIOS AV.,-58.391571,-34.616551,"1",MONSERRAT,"12",I,,,,,,,,,,
ENTRE RIOS AV.,"662",662 ENTRE RIOS AV.,-58.391567,-34.616312,"1",MONSERRAT,"37",V,,,,,,,,,,
ALMAFUERTE AV.,"22",22 ALMAFUERTE AV.,-58.411328,-34.638582,"4",PARQUE PATRICIOS,"32",V,"75",V,,,,,,,,
ALMAFUERTE AV.,"24",24 ALMAFUERTE AV.,-58.41139,-34.638582,"4",PARQUE PATRICIOS,"6",V,,,,,,,,,,
ENTRE RIOS AV.,"640",640 ENTRE RIOS AV.,-58.391563,-34.616074,"1",MONSERRAT,"150",V,,,,,,,,,,
ENTRE RIOS AV.,"578",578 ENTRE RIOS AV.,-58.391562,-34.615558,"1",MONSERRAT,"151",I,,,,,,,,,,
ENTRE RIOS AV.,"542",542 ENTRE RIOS AV.,-58.391567,-34.615318,"1",MONSERRAT,"90",I,,,,,,,,,,
DEL LIBERTADOR AV.,"7550",7550 DEL LIBERTADOR AV.,-58.46009,-34.54469,"13",NUÑEZ,"15",V,"28",I,"29",V,"130",V,,,,
USPALLATA,"3351",3351 USPALLATA,-58.411212,-34.639606,"4",PARQUE PATRICIOS,"133",I,,,,,,,,,,
ENTRE RIOS AV.,"516",516 ENTRE RIOS AV.,-58.391575,-34.615041,"1",MONSERRAT,"84",I,,,,,,,,,,
USPALLATA,"3330",3330 USPALLATA,-58.410351,-34.640215,"4",PARQUE PATRICIOS,"31",V,"32",V,,,,,,,,
ENTRE RIOS AV.,"478",478 ENTRE RIOS AV.,-58.39159,-34.6146,"1",MONSERRAT,"6",V,,,,,,,,,,
DEL LIBERTADOR AV.,"7415",7415 DEL LIBERTADOR AV.,-58.45907,-34.54517,"13",NUÑEZ,"15",I,"28",V,"29",I,"130",I,,,,
USPALLATA,"3354",3354 USPALLATA,-58.410258,-34.640185,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
ENTRE RIOS AV.,"418",418 ENTRE RIOS AV.,-58.391606,-34.614035,"1",MONSERRAT,"50",V,,,,,,,,,,
ENTRE RIOS AV.,"346",346 ENTRE RIOS AV.,-58.391639,-34.613177,"1",MONSERRAT,"12",I,,,,,,,,,,
ENTRE RIOS AV.,"322",322 ENTRE RIOS AV.,-58.391647,-34.612963,"1",MONSERRAT,"37",V,"150",V,,,,,,,,
ENTRE RIOS AV.,"276",276 ENTRE RIOS AV.,-58.391673,-34.612297,"1",MONSERRAT,"151",I,,,,,,,,,,
ENTRE RIOS AV.,"230",230 ENTRE RIOS AV.,-58.391683,-34.611867,"1",MONSERRAT,"56",V,,,,,,,,,,
ALMAFUERTE AV.,"406",406 ALMAFUERTE AVE,-58.413091,-34.642912,"4",PARQUE PATRICIOS,"31",V,"32",V,"75",V,,,,,,
ALMAFUERTE AV.,"408",408 ALMAFUERTE AVE,-58.413148,-34.64304,"4",PARQUE PATRICIOS,"28",V,,,,,,,,,,
ENTRE RIOS AV.,"80",80 ENTRE RIOS AV.,-58.391792,-34.610148,"1",MONSERRAT,"37",V,,,,,,,,,,
ALMAFUERTE AV.,"410",410 ALMAFUERTE AV.,-58.413071,-34.642864,"4",PARQUE PATRICIOS,"6",V,,,,,,,,,,
ENTRE RIOS AV.,"70",70 ENTRE RIOS AV.,-58.391799,-34.610054,"1",MONSERRAT,"12",I,"150",V,,,,,,,,
ALMAFUERTE AV.,"412",412 ALMAFUERTE AV.,-58.413074,-34.64287,"4",PARQUE PATRICIOS,"128",V,,,,,,,,,,
ENTRE RIOS AV.,"40",40 ENTRE RIOS AV.,-58.391767,-34.609958,"1",MONSERRAT,"6",V,"50",V,,,,,,,,
SOLIS,"61",61 SOLIS,-58.391499,-34.609964,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
SOLIS,"175",175 SOLIS,-58.390428,-34.611091,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
DR. PROF. PEDRO CHUTRO,"3475","3475 CHUTRO, PEDRO, PROF., DR.",-58.412779,-34.642606,"4",PARQUE PATRICIOS,"28",I,"32",I,"75",I,,,,,,
DEL LIBERTADOR AV.,"7050",7050 DEL LIBERTADOR AV.,-58.45621,-34.54779,"13",NUÑEZ,"15",V,"28",I,"29",V,"130",V,,,,
MARTIN GARCIA,"583","583 GARCIA, MARTIN AV.",-58.372494,-34.631249,"4",BARRACAS,"168",I,,,,,,,,,,
MARTIN GARCIA,"422","422 GARCIA, MARTIN AV.",-58.371025,-34.629984,"4",BARRACAS,"29",V,"168",V,,,,,,,,
MARTIN GARCIA,"420","420 GARCIA, MARTIN AV.",-58.371012,-34.629971,"4",BARRACAS,"10",I,"46",V,"53",V,,,,,,
MARTIN GARCIA,"410","410 GARCIA, MARTIN AV.",-58.370946,-34.629906,"4",BARRACAS,"24",I,"39",V,,,,,,,,
CASEROS AV.,"471",471 CASEROS AV.,-58.372081,-34.626622,"1",SAN TELMO,"46",I,,,,,,,,,,
CASEROS AV.,"493",493 CASEROS AV.,-58.37241,-34.626641,"1",SAN TELMO,"39",I,,,,,,,,,,
CASEROS AV.,"751",751 CASEROS AV.,-58.37503,-34.626933,"1",SAN TELMO,"46",I,,,,,,,,,,
CASEROS AV.,"795",795 CASEROS AV.,-58.375483,-34.627158,"1",SAN TELMO,"39",I,,,,,,,,,,
CASEROS AV.,"975",975 CASEROS AV.,-58.37747,-34.628233,"1",CONSTITUCION,"10",V,"70",I,,,,,,,,
CASEROS AV.,"983",983 CASEROS AV.,-58.377693,-34.628355,"1",CONSTITUCION,"39",I,"46",I,,,,,,,,
CASEROS AV.,"902",902 CASEROS AV.,-58.376739,-34.628033,"4",BARRACAS,"10",I,"70",V,"168",V,,,,,,
CASEROS AV.,"856",856 CASEROS AV.,-58.376263,-34.627773,"4",BARRACAS,"46",V,,,,,,,,,,
CASEROS AV.,"824",824 CASEROS AV.,-58.37588,-34.627564,"4",BARRACAS,"39",V,"53",V,,,,,,,,
CASEROS AV.,"528",528 CASEROS AV.,-58.372941,-34.626836,"4",BARRACAS,"10",I,"53",V,,,,,,,,
CASEROS AV.,"514",514 CASEROS AV.,-58.372844,-34.626835,"4",BARRACAS,"39",V,"46",V,,,,,,,,
BOLIVAR,"1755",1755 BOLIVAR,-58.372243,-34.62876,"4",BARRACAS,"39",V,"46",V,,,,,,,,
BOLIVAR,"1765",1765 BOLIVAR,-58.372175,-34.629017,"4",BARRACAS,"24",I,"29",V,,,,,,,,
BOLIVAR,"1769",1769 BOLIVAR,-58.372207,-34.62894,"4",BARRACAS,"10",I,"22",I,,,,,,,,
SOLIS,"363",363 SOLIS,-58.390412,-34.613271,"1",MONSERRAT,"50",I,"168",V,,,,,,,,
SOLIS,"375",375 SOLIS,-58.390412,-34.613365,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
MONTEAGUDO,"216",216 MONTEAGUDO,-58.405033,-34.639883,"4",PARQUE PATRICIOS,"91",V,"150",V,,,,,,,,
GUILLERMO UDAONDO AV.,"1350","1350 UDAONDO, GUILLERMO AV.",-58.453206,-34.547875,"13",BELGRANO,"28",I,,,,,,,,,,
SOLIS,"579",579 SOLIS,-58.390429,-34.615408,"1",MONSERRAT,"50",I,"168",V,,,,,,,,
MONTEAGUDO,"208",208 MONTEAGUDO,-58.405064,-34.639735,"4",PARQUE PATRICIOS,"118",I,"188",V,,,,,,,,
SOLIS,"599",599 SOLIS,-58.390434,-34.615526,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
USPALLATA,"3050",3050 USPALLATA,-58.405844,-34.63992,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
GUILLERMO UDAONDO AV.,"1151","1151 UDAONDO, GUILLERMO AV.",-58.451495,-34.545309,"13",NUÑEZ,"28",V,"107",V,,,,,,,,
SOLIS,"777",777 SOLIS,-58.390381,-34.617717,"1",MONSERRAT,"50",I,"168",V,,,,,,,,
SOLIS,"793",793 SOLIS,-58.390377,-34.617934,"1",MONSERRAT,"6",I,"150",I,,,,,,,,
GUILLERMO UDAONDO AV.,"1351","1351 UDAONDO, GUILLERMO AV.",-58.453382,-34.547704,"13",NUÑEZ,"28",V,"107",V,,,,,,,,
PIEDRAS,"1806",1806 PIEDRAS,-58.373494,-34.629742,"4",BARRACAS,"10",V,"70",I,,,,,,,,
CASEROS AV.,"3010",3010 CASEROS AV.,-58.40601,-34.637273,"4",PARQUE PATRICIOS,"6",V,"50",V,,,,,,,,
CASEROS AV.,"3018",3018 CASEROS AVE,-58.406288,-34.637321,"4",PARQUE PATRICIOS,"65",V,"134",I,,,,,,,,
CASEROS AV.,"3026",3026 CASEROS AVE,-58.406565,-34.637369,"4",PARQUE PATRICIOS,"9",V,"25",V,,,,,,,,
SOLIS,"979",979 SOLIS,-58.390268,-34.61993,"1",CONSTITUCION,"50",I,"168",V,,,,,,,,
SOLIS,"989",989 SOLIS,-58.39026,-34.620021,"1",CONSTITUCION,"6",I,"150",I,,,,,,,,
CASEROS AV.,"3087",3087 CASEROS AV.,-58.407174,-34.637311,"4",PARQUE PATRICIOS,"6",I,"50",I,,,,,,,,
SOLIS,"1127",1127 SOLIS,-58.390041,-34.621775,"1",CONSTITUCION,"6",I,"150",I,,,,,,,,
SOLIS,"1161",1161 SOLIS,-58.389967,-34.622366,"1",CONSTITUCION,"50",I,"168",V,,,,,,,,
SOLIS,"1375",1375 SOLIS,-58.389731,-34.624727,"1",CONSTITUCION,"50",I,"168",V,,,,,,,,
SOLIS,"1389",1389 SOLIS,-58.389716,-34.624885,"1",CONSTITUCION,"6",I,"150",I,,,,,,,,
SOLIS,"1525",1525 SOLIS,-58.389546,-34.626636,"1",CONSTITUCION,"50",I,,,,,,,,,,
FILIBERTO,"1785",1785 FILIBERTO,-58.390734,-34.626931,"1",CONSTITUCION,"90",I,"151",I,,,,,,,,
HERRERA,"1089",1089 HERRERA,-58.377226,-34.640271,"4",BARRACAS,"51",I,"100",I,,,,,,,,
HERRERA,"1095",1095 HERRERA,-58.377228,-34.640258,"4",BARRACAS,"148",I,"25",I,,,,,,,,
HERRERA,"1451",1451 HERRERA,-58.376229,-34.643927,"4",BARRACAS,"100",I,"148",I,,,,,,,,
HERRERA,"1401",1401 HERRERA,-58.37608,-34.644208,"4",BARRACAS,"51",I,"134",I,"129",I,,,,,,
MANUELA PEDRAZA,"2224","2224 PEDRAZA, MANUELA",-58.464538,-34.550402,"13",NUÑEZ,"130",V,,,,,,,,,,
HERRERA,"1737",1737 HERRERA,-58.37559,-34.646392,"4",BARRACAS,"148",I,"51",I,,,,,,,,
HERRERA,"1787",1787 HERRERA,-58.37544,-34.64692,"4",BARRACAS,"100",I,"134",I,,,,,,,,
HERRERA,"1793",1793 HERRERA,-58.375432,-34.646998,"4",BARRACAS,"129",I,,,,,,,,,,
HERRERA,"1899",1899 HERRERA,-58.375042,-34.648313,"4",BARRACAS,"95",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"1780","1780 MONTES DE OCA, MANUEL AV.",-58.372752,-34.647788,"4",BARRACAS,"22",V,"133",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1762","1762 MONTES DE OCA, MANUEL AV.",-58.372777,-34.647645,"4",BARRACAS,"17",V,"24",V,"154",V,,,,,,
MANUEL MONTES DE OCA AV.,"1740","1740 MONTES DE OCA, MANUEL AV.",-58.372872,-34.647148,"4",BARRACAS,"74",V,"60",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1728","1728 MONTES DE OCA, MANUEL AV.",-58.372894,-34.64702,"4",BARRACAS,"10",V,"33",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1654","1654 MONTES DE OCA, MANUEL AV.",-58.373062,-34.646074,"4",BARRACAS,"12",I,,,,,,,,,,
CRISOLOGO LARRALDE AV.,"1791","1791 LARRALDE, CRISOLOGO AV.",-58.462278,-34.545935,"13",NUÑEZ,"130",I,,,,,,,,,,
CRISOLOGO LARRALDE AV.,"1575","1575 LARRALDE, CRISOLOGO AV.",-58.460349,-34.544963,"13",NUÑEZ,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"1350","1350 MONTES DE OCA, MANUEL AV.",-58.373593,-34.643302,"4",BARRACAS,"133",I,"154",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1316","1316 MONTES DE OCA, MANUEL AV.",-58.3736,-34.643266,"4",BARRACAS,"22",V,"60",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1290","1290 MONTES DE OCA, MANUEL AV.",-58.373658,-34.642951,"4",BARRACAS,"17",V,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"1226","1226 MONTES DE OCA, MANUEL AV.",-58.373819,-34.642152,"4",BARRACAS,"12",I,"102",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"930","930 MONTES DE OCA, MANUEL AV.",-58.374436,-34.638911,"4",BARRACAS,"17",V,"22",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"868","868 MONTES DE OCA, MANUEL AV.",-58.374562,-34.638212,"4",BARRACAS,"12",I,"102",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"854","854 MONTES DE OCA, MANUEL AV.",-58.374604,-34.637974,"4",BARRACAS,"60",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"606","606 MONTES DE OCA, MANUEL AV.",-58.375099,-34.635425,"4",BARRACAS,"12",I,"17",V,"102",V,,,,,,
RAMALLO,"1691",1691 RAMALLO,-58.46576,-34.539473,"13",NUÑEZ,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"454","454 MONTES DE OCA, MANUEL AV.",-58.375536,-34.633755,"4",BARRACAS,"60",I,"133",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"412","412 MONTES DE OCA, MANUEL AV.",-58.375634,-34.633346,"4",BARRACAS,"154",V,"168",I,,,,,,,,
RAMALLO,"1897",1897 RAMALLO,-58.467618,-34.540421,"13",NUÑEZ,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"251","251 MONTES DE OCA, MANUEL AV.",-58.376535,-34.631598,"4",BARRACAS,"12",V,"17",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"259","259 MONTES DE OCA, MANUEL AV.",-58.376524,-34.631623,"4",BARRACAS,"102",I,"154",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"273","273 MONTES DE OCA, MANUEL AV.",-58.376431,-34.631846,"4",BARRACAS,"98",I,"133",V,"60",V,,,,,,
RAMALLO,"2399",2399 RAMALLO,-58.472421,-34.542822,"13",NUÑEZ,"130",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"843","843 MONTES DE OCA, MANUEL AV.",-58.374872,-34.637689,"4",BARRACAS,"98",I,"133",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"889","889 MONTES DE OCA, MANUEL AV.",-58.374717,-34.63849,"4",BARRACAS,"154",I,,,,,,,,,,
MANUEL MONTES DE OCA AV.,"897","897 MONTES DE OCA, MANUEL AV.",-58.374691,-34.638638,"4",BARRACAS,"22",I,"102",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1121","1121 MONTES DE OCA, MANUEL AV.",-58.374268,-34.641033,"4",BARRACAS,"17",I,"12",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1191","1191 MONTES DE OCA, MANUEL AV.",-58.37409,-34.641966,"4",BARRACAS,"98",I,"133",V,"60",V,,,,,,
MANUEL MONTES DE OCA AV.,"1195","1195 MONTES DE OCA, MANUEL AV.",-58.374083,-34.642003,"4",BARRACAS,"22",I,"154",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1663","1663 MONTES DE OCA, MANUEL AV.",-58.373313,-34.646216,"4",BARRACAS,"98",I,"154",I,,,,,,,,
MANUEL MONTES DE OCA AV.,"1679","1679 MONTES DE OCA, MANUEL AV.",-58.373277,-34.64641,"4",BARRACAS,"22",I,"133",V,,,,,,,,
MANUEL MONTES DE OCA AV.,"1691","1691 MONTES DE OCA, MANUEL AV.",-58.373242,-34.646582,"4",BARRACAS,"12",V,"17",I,"60",V,,,,,,
MANUEL MONTES DE OCA AV.,"40","40 MONTES DE OCA, MANUEL AV.",-58.377608,-34.62891,"4",BARRACAS,"60",I,"133",I,"168",I,,,,,,
MANUEL MONTES DE OCA AV.,"30","30 MONTES DE OCA, MANUEL AV.",-58.377663,-34.628822,"4",BARRACAS,"12",I,"17",V,"102",V,,,,,,
RODRIGUEZ PEÑA,"10",10 RODRIGUEZ PEÑA,-58.390631,-34.6089,"1",SAN NICOLAS,"6",I,"37",I,,,,,,,,
RODRIGUEZ PEÑA,"24",24 RODRIGUEZ PEÑA,-58.39065,-34.608695,"1",SAN NICOLAS,"50",I,"150",I,,,,,,,,
RODRIGUEZ PEÑA,"212",212 RODRIGUEZ PEÑA,-58.390794,-34.60657,"1",SAN NICOLAS,"6",I,"150",I,,,,,,,,
RODRIGUEZ PEÑA,"218",218 RODRIGUEZ PEÑA,-58.390799,-34.606414,"1",SAN NICOLAS,"37",I,"60",V,,,,,,,,
CHICLANA AV.,"3271",3271 CHICLANA AV.,-58.410639,-34.633951,"4",PARQUE PATRICIOS,"143",I,,,,,,,,,,
RODRIGUEZ PEÑA,"240",240 RODRIGUEZ PEÑA,-58.390805,-34.60625,"1",SAN NICOLAS,"50",I,,,,,,,,,,
CHICLANA AV.,"3021",3021 CHICLANA AV.,-58.406803,-34.630703,"4",PARQUE PATRICIOS,"143",I,,,,,,,,,,
CHICLANA AV.,"3008",3008 CHICLANA AV.,-58.406654,-34.630711,"4",PARQUE PATRICIOS,"143",V,,,,,,,,,,
LA RIOJA,"1712",1712 LA RIOJA,-58.406308,-34.630575,"4",PARQUE PATRICIOS,"97",I,"101",I,,,,,,,,
BRASIL,"2979",2979 BRASIL,-58.405687,-34.633484,"4",PARQUE PATRICIOS,"6",I,"97",I,,,,,,,,
LA RIOJA,"1922",1922 LA RIOJA,-58.405984,-34.633901,"4",PARQUE PATRICIOS,"101",I,"188",V,,,,,,,,
LA RIOJA,"2162",2162 LA RIOJA,-58.405608,-34.636655,"4",PARQUE PATRICIOS,"101",I,,,,,,,,,,
24 DE NOVIEMBRE,"22",22 24 DE NOVIEMBRE,-58.411675,-34.610956,"3",BALVANERA,"31",V,"8",V,,,,,,,,
24 DE NOVIEMBRE,"26",24 DE NOVIEMBRE 26,-58.411675,-34.610956,"3",BALVANERA,"75",V,"32",V,,,,,,,,
PARANA,"1065",1065 PARANA,-58.388332,-34.596236,"2",RECOLETA,"102",V,,,,,,,,,,
BRASIL,"3020",3020 BRASIL,-58.406434,-34.63391,"4",PARQUE PATRICIOS,"6",V,"97",V,"143",V,,,,,,
GRAL. URQUIZA,"1991","1991 URQUIZA, GRAL.",-58.40796,-34.634108,"4",PARQUE PATRICIOS,"31",I,"32",I,,,,,,,,
PARANA,"85",85 PARANA,-58.387686,-34.608016,"1",SAN NICOLAS,"102",V,,,,,,,,,,
PARANA,"42",42 PARANA,-58.387649,-34.608515,"1",SAN NICOLAS,"23",I,,,,,,,,,,
CASEROS AV.,"2971",2971 CASEROS AV.,-58.405121,-34.636943,"4",PARQUE PATRICIOS,"28",I,"133",I,,,,,,,,
CASEROS AV.,"2967",2967 CASEROS AV.,-58.404965,-34.636919,"4",PARQUE PATRICIOS,"101",V,"134",V,,,,,,,,
URUGUAY,"10",10 URUGUAY,-58.386319,-34.60863,"1",SAN NICOLAS,"102",I,,,,,,,,,,
URUGUAY,"34",34 URUGUAY,-58.386323,-34.608478,"1",SAN NICOLAS,"23",V,,,,,,,,,,
CASEROS AV.,"2921",2921 CASEROS AV.,-58.404292,-34.636801,"4",PARQUE PATRICIOS,"65",I,,,,,,,,,,
CASEROS AV.,"2682",2682 CASEROS AV.,-58.40009,-34.636197,"4",PARQUE PATRICIOS,"6",V,"150",V,,,,,,,,
CASEROS AV.,"2674",2674 CASEROS AV.,-58.399898,-34.636162,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
CASEROS AV.,"2648",2648 CASEROS AV.,-58.399713,-34.636128,"4",PARQUE PATRICIOS,"134",I,,,,,,,,,,
CASEROS AV.,"2644",2644 CASEROS AV.,-58.39962,-34.636112,"4",PARQUE PATRICIOS,"9",V,"25",V,,,,,,,,
CASEROS AV.,"2612",2612 CASEROS AV.,-58.399135,-34.636023,"4",PARQUE PATRICIOS,"65",V,,,,,,,,,,
GUIDO,"1532",1532 GUIDO,-58.386966,-34.592512,"1",RETIRO,"17",I,,,,,,,,,,
CASEROS AV.,"2628",2628 CASEROS AV.,-58.399385,-34.636069,"4",PARQUE PATRICIOS,"91",V,"150",V,,,,,,,,
CASEROS AV.,"2575",2575 CASEROS AV.,-58.398609,-34.635796,"4",PARQUE PATRICIOS,"91",I,"150",I,,,,,,,,
CASEROS AV.,"2551",2551 CASEROS AVE,-58.39826,-34.635734,"4",PARQUE PATRICIOS,"25",I,"50",I,,,,,,,,
CASEROS AV.,"2543",2543 CASEROS AVE,-58.398204,-34.635724,"4",PARQUE PATRICIOS,"6",I,"9",I,"28",I,,,,,,
CASEROS AV.,"2513",2513 CASEROS AV.,-58.397739,-34.635638,"4",PARQUE PATRICIOS,"133",I,,,,,,,,,,
CASEROS AV.,"2509",2509 CASEROS AV.,-58.397698,-34.635615,"4",PARQUE PATRICIOS,"65",I,,,,,,,,,,
TALCAHUANO,"1138",1138 TALCAHUANO,-58.38581,-34.595353,"1",RETIRO,"75",I,,,,,,,,,,
CASEROS AV.,"2386",2386 CASEROS AV.,-58.395799,-34.635337,"4",PARQUE PATRICIOS,"6",V,"50",V,"150",V,,,,,,
CASEROS AV.,"2368",2368 CASEROS AV.,-58.395549,-34.635402,"4",PARQUE PATRICIOS,"65",V,"91",V,,,,,,,,
CASEROS AV.,"2298",2298 CASEROS AV.,-58.394608,-34.635149,"4",PARQUE PATRICIOS,"28",V,"133",V,,,,,,,,
CASEROS AV.,"2288",2288 CASEROS AV.,-58.394108,-34.63504,"4",PARQUE PATRICIOS,"9",V,"25",V,,,,,,,,
CASEROS AV.,"2061",2061 CASEROS AV.,-58.391365,-34.634304,"4",PARQUE PATRICIOS,"133",I,"150",I,,,,,,,,
CASEROS AV.,"2049",2049 CASEROS AV.,-58.391182,-34.634262,"4",PARQUE PATRICIOS,"6",I,"50",I,,,,,,,,
COMBATE DE LOS POZOS,"2101",2101 COMBATE DE LOS POZOS,-58.391012,-34.634022,"4",PARQUE PATRICIOS,"65",I,"91",I,"95",V,,,,,,
COMBATE DE LOS POZOS,"2100",2100 COMBATE DE LOS POZOS,-58.391059,-34.633781,"4",PARQUE PATRICIOS,"9",I,"25",I,"28",I,,,,,,
TALCAHUANO,"16",16 TALCAHUANO,-58.384914,-34.608375,"1",SAN NICOLAS,"7",V,,,,,,,,,,
LIBERTAD,"95",57 LIBERTAD,-58.383458,-34.607933,"1",SAN NICOLAS,"24",V,,,,,,,,,,
ENTRE RIOS AV.,"2191",2191 ENTRE RIOS AV.,-58.390499,-34.633788,"4",PARQUE PATRICIOS,"37",I,"90",V,,,,,,,,
LIBERTAD,"287",287 LIBERTAD,-58.383577,-34.605271,"1",SAN NICOLAS,"8",v,,,,,,,,,,
COMBATE DE LOS POZOS,"1929",1929 COMBATE DE LOS POZOS,-58.391583,-34.630974,"4",PARQUE PATRICIOS,"6",I,"150",I,,,,,,,,
COMBATE DE LOS POZOS,"1911",1911 COMBATE DE LOS POZOS,-58.391619,-34.630789,"4",PARQUE PATRICIOS,"50",I,"133",I,,,,,,,,
ENTRE RIOS AV.,"1919",1919 ENTRE RIOS AV.,-58.390853,-34.630851,"4",PARQUE PATRICIOS,"37",I,,,,,,,,,,
ENTRE RIOS AV.,"1818",1818 ENTRE RIOS AV.,-58.390787,-34.629623,"1",CONSTITUCION,"37",V,"150",V,,,,,,,,
LIBERTAD,"349",349 LIBERTAD,-58.383618,-34.604402,"1",SAN NICOLAS,"24",V,"111",I,,,,,,,,
ENTRE RIOS AV.,"1658",1658 ENTRE RIOS AV.,-58.391004,-34.62778,"1",CONSTITUCION,"97",V,"143",V,"150",V,,,,,,
