CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
SEGUROLA AV.,"1820",1820 SEGUROLA AV.,-58.500532,-34.619589,"10",MONTE CASTRO,"85",V,"106",I,"114",I,,,,,,
JUAN DE GARAY AV.,"1447","1447 GARAY, JUAN DE AV.",-58.386447,-34.627006,"1",CONSTITUCION,"61",I,"133",I,,,,,,,,
JUAN AGUSTIN GARCIA,"2702","2702 GARCIA, JUAN AGUSTIN",-58.479831,-34.609205,"11",VILLA SANTA RITA,"133",I,"135",I,,,,,,,,
JUAN DE GARAY AV.,"1491","1491 GARAY, JUAN DE AV.",-58.386683,-34.62701,"1",CONSTITUCION,"4",V,"97",I,,,,,,,,
JUAN DE GARAY AV.,"1487","1487 GARAY, JUAN DE AV.",-58.386971,-34.627025,"1",CONSTITUCION,"143",I,,,,,,,,,,
SEGUROLA AV.,"1416",1416 SEGUROLA AV.,-58.496315,-34.62293,"10",VELEZ SARFIELD,"106",I,,,,,,,,,,
SEGUROLA AV.,"1420",1420 SEGUROLA AV.,-58.496244,-34.622986,"10",VELEZ SARFIELD,"85",V,"114",I,,,,,,,,
ROSARIO,"74",74 ROSARIO,-58.429602,-34.618484,"6",CABALLITO,"88",V,"8",V,,,,,,,,
ROSARIO,"66",66 ROSARIO,-58.429415,-34.618458,"6",CABALLITO,"84",V,"103",V,,,,,,,,
SEGUROLA AV.,"1020",1020 SEGUROLA AV.,-58.491625,-34.62665,"10",VELEZ SARFIELD,"85",V,"114",I,,,,,,,,
ROSARIO,"42",42 ROSARIO,-58.429326,-34.618446,"6",CABALLITO,"26",V,"132",I,,,,,,,,
PAYSANDU,"1808",1808 PAYSANDU,-58.458747,-34.604174,"15",PATERNAL,"109",V,,,,,,,,,,
JUAN DE GARAY AV.,"1749","1749 GARAY, JUAN DE AV.",-58.390036,-34.627138,"1",CONSTITUCION,"61",I,"97",I,,,,,,,,
ROSARIO,"30",30 ROSARIO,-58.42899,-34.618399,"6",CABALLITO,"86",V,,,,,,,,,,
JUAN AGUSTIN GARCIA,"2008","2008 GARCIA, JUAN AGUSTIN",-58.471185,-34.604804,"11",VILLA GRAL MITRE,"109",I,"135",I,,,,,,,,
SAN MARTIN AV.,"2177",2177 SAN MARTIN AV.,-58.458006,-34.604524,"15",VILLA CRESPO,"24",V,,,,,,,,,,
JUAN AGUSTIN GARCIA,"1834","1834 GARCIA, JUAN AGUSTIN",-58.468364,-34.60358,"11",VILLA GRAL MITRE,"135",I,,,,,,,,,,
SAN MARTIN AV.,"2165",2165 SAN MARTIN AV.,-58.457831,-34.604569,"15",VILLA CRESPO,"57",I,"105",I,,,,,,,,
DR. LUIS BELAUSTEGUI,"4671","4671 BELAUSTEGUI, LUIS, DR.",-58.495556,-34.628542,"10",VELEZ SARFIELD,"181",I,,,,,,,,,,
ROSARIO,"6",6 ROSARIO,-58.428807,-34.618374,"6",CABALLITO,"2",V,"85",V,,,,,,,,
JUAN DE GARAY AV.,"1656","1656 GARAY, JUAN DE AV.",-58.388934,-34.627268,"1",CONSTITUCION,"62",I,"95",I,,,,,,,,
JUAN DE GARAY AV.,"1616","1616 GARAY, JUAN DE AV.",-58.388513,-34.627252,"1",CONSTITUCION,"84",V,"151",V,,,,,,,,
JUAN DE GARAY AV.,"1616","1616 GARAY, JUAN DE AV.",-58.388411,-34.627248,"1",CONSTITUCION,"90",V,,,,,,,,,,
ALVAREZ JONTE AV.,"1893",1893 ALVAREZ JONTE,-58.470202,-34.602753,"15",PATERNAL,"109",V,"135",V,,,,,,,,
LOPE DE VEGA AV.,"961",961 LOPE DE VEGA AV.,-58.503853,-34.630049,"10",VELEZ SARFIELD,"181",I,,,,,,,,,,
ALVAREZ JONTE AV.,"2085",2085 ALVAREZ JONTE,-58.472476,-34.604294,"15",PATERNAL,"63",I,,,,,,,,,,
ALVAREZ JONTE AV.,"2091",2091 ALVAREZ JONTE,-58.472789,-34.604493,"15",PATERNAL,"109",V,"135",V,,,,,,,,
JUAN DE GARAY AV.,"1450","1450 GARAY, JUAN DE AV.",-58.386472,-34.627171,"1",CONSTITUCION,"97",V,"143",V,,,,,,,,
JUAN DE GARAY AV.,"1430","1430 GARAY, JUAN DE AV.",-58.386323,-34.627166,"1",CONSTITUCION,"4",I,"133",V,,,,,,,,
LOPE DE VEGA AV.,"1195",1195 LOPE DE VEGA AV.,-58.506064,-34.628426,"10",VELEZ SARFIELD,"181",I,,,,,,,,,,
JUAN DE GARAY AV.,"1408","1408 GARAY, JUAN DE AV.",-58.386007,-34.627154,"1",CONSTITUCION,"12",V,,,,,,,,,,
ALVAREZ JONTE AV.,"2211",2211 ALVAREZ JONTE,-58.47435,-34.605448,"11",VILLA DEL PARQUE,"109",V,"135",V,,,,,,,,
ALVAREZ JONTE AV.,"2237",2237 ALVAREZ JONTE,-58.474606,-34.605618,"11",VILLA DEL PARQUE,"63",I,"133",V,,,,,,,,
GUAYAQUIL,"195",195 GUAYAQUIL,-58.431157,-34.619773,"6",CABALLITO,"84",I,"181",I,,,,,,,,
JUAN B. JUSTO AV.,"3340","3340 JUSTO, JUAN B. AV.",-58.452508,-34.60057,"15",VILLA CRESPO,"34",V,"109",I,"166",V,,,,,,
LOPE DE VEGA AV.,"1487",1487 LOPE DE VEGA AV.,-58.509201,-34.626126,"10",MONTE CASTRO,"181",I,,,,,,,,,,
ALVAREZ JONTE AV.,"2483",2483 ALVAREZ JONTE,-58.477203,-34.60713,"11",VILLA DEL PARQUE,"109",V,"135",V,,,,,,,,
JUAN DE GARAY AV.,"1272",1272 GARAY JUAN DE AVE,-58.383896,-34.627071,"1",CONSTITUCION,"90",V,,,,,,,,,,
ALVAREZ JONTE AV.,"2485",2485 ALVAREZ JONTE,-58.477226,-34.607142,"11",VILLA DEL PARQUE,"63",I,"133",V,,,,,,,,
JUAN DE GARAY AV.,"1272",1272 GARAY JUAN DE AVE,-58.383925,-34.627072,"1",CONSTITUCION,"84",V,"151",V,,,,,,,,
LOPE DE VEGA AV.,"1683",1683 LOPE DE VEGA AV.,-58.511301,-34.624454,"10",MONTE CASTRO,"181",I,,,,,,,,,,
JUAN B. JUSTO AV.,"3295","3295 JUSTO, JUAN B. AV.",-58.451774,-34.599853,"15",VILLA CRESPO,"34",I,"109",V,"166",I,,,,,,
JUAN DE GARAY AV.,"1264",1264 GARAY JUAN DE AVE,-58.38378,-34.627067,"1",CONSTITUCION,"143",V,,,,,,,,,,
ALVAREZ JONTE AV.,"2615",2615 ALVAREZ JONTE AV.,-58.47925,-34.607791,"11",VILLA DEL PARQUE,"109",V,"135",V,,,,,,,,
JUAN DE GARAY AV.,"1266",1266 GARAY JUAN DE AVE,-58.383809,-34.627068,"1",CONSTITUCION,"62",I,"97",V,,,,,,,,
ALVAREZ JONTE AV.,"2685",2685 ALVAREZ JONTE AV.,-58.480093,-34.607997,"11",VILLA DEL PARQUE,"63",I,"133",V,,,,,,,,
JUAN DE GARAY AV.,"1214","1214 GARAY, JUAN DE AV.",-58.383109,-34.627043,"1",CONSTITUCION,"4",I,"133",I,,,,,,,,
LOPE DE VEGA AV.,"1885",1885 LOPE DE VEGA AV.,-58.513632,-34.622673,"10",MONTE CASTRO,"181",I,,,,,,,,,,
ROSARIO,"470",470 ROSARIO,-58.435355,-34.619279,"6",CABALLITO,"26",V,"132",I,,,,,,,,
ALVAREZ JONTE AV.,"2895",2895 ALVAREZ JONTE AV.,-58.483312,-34.608782,"11",VILLA DEL PARQUE,"109",V,"135",V,,,,,,,,
ROSARIO,"486",486 ROSARIO,-58.435635,-34.619333,"6",CABALLITO,"84",V,,,,,,,,,,
MARTINEZ ROSAS,"990",990 MARTINEZ ROSAS,-58.448639,-34.599768,"15",VILLA CRESPO,"109",I,,,,,,,,,,
ALVAREZ JONTE AV.,"3197",3197 ALVAREZ JONTE AV.,-58.487863,-34.609899,"11",VILLA DEL PARQUE,"109",I,"135",V,,,,,,,,
LOPE DE VEGA AV.,"2189",2189 LOPE DE VEGA AV.,-58.516734,-34.6203,"10",MONTE CASTRO,"53",I,"135",V,,,,,,,,
ALVAREZ JONTE AV.,"3397",3397 ALVAREZ JONTE AV.,-58.490038,-34.611108,"11",VILLA DEL PARQUE,"109",V,"135",V,,,,,,,,
BRASIL,"904",904 BRASIL,-58.378137,-34.627343,"1",CONSTITUCION,"129",I,,,,,,,,,,
JOSE MARIA MORENO AV.,"177","177 MORENO, JOSE MARIA AV.",-58.43577,-34.619909,"6",CABALLITO,"25",V,"172",V,,,,,,,,
BRASIL,"986",986 BRASIL,-58.378096,-34.627319,"1",CONSTITUCION,"4",I,,,,,,,,,,
ALVAREZ JONTE AV.,"3595",3595 ALVAREZ JONTE AV.,-58.492122,-34.612682,"11",VILLA DEL PARQUE,"109",V,"135",V,,,,,,,,
LOPE DE VEGA AV.,"2691",2691 LOPE DE VEGA AV.,-58.52085,-34.617154,"11",VILLA DEVOTO,"53",I,"135",V,,,,,,,,
ALVAREZ JONTE AV.,"3759",3759 ALVAREZ JONTE AV.,-58.494283,-34.613654,"11",VILLA DEL PARQUE,"109",V,"135",V,,,,,,,,
JOSE MARIA MORENO AV.,"148","148 MORENO, JOSE MARIA AV.",-58.435612,-34.6199,"6",CABALLITO,"55",V,"172",I,,,,,,,,
BRASIL,"620",620 BRASIL,-58.374386,-34.625627,"1",SAN TELMO,"4",I,"129",I,,,,,,,,
LOPE DE VEGA AV.,"3075",3075 LOPE DE VEGA AV.,-58.524764,-34.614122,"11",VILLA DEVOTO,"53",I,"135",V,,,,,,,,
BRASIL,"604",604 BRASIL,-58.374197,-34.625613,"1",SAN TELMO,"62",I,"143",V,,,,,,,,
FRANCISCO BEIRO AV.,"5735","5735 BEIRO, FRANCISCO AV.",-58.529648,-34.617423,"10",VILLA REAL,"146",I,,,,,,,,,,
FRANCISCO BEIRO AV.,"5743","5743 BEIRO, FRANCISCO AV.",-58.529764,-34.617512,"10",VILLA REAL,"80",I,"181",I,,,,,,,,
BRASIL,"438",438 BRASIL,-58.371673,-34.625444,"1",SAN TELMO,"62",I,"143",V,,,,,,,,
FRANCISCO BEIRO AV.,"5773","5773 BEIRO, FRANCISCO AV.",-58.52997,-34.617673,"10",VILLA REAL,"85",I,"108",I,,,,,,,,
FRANCISCO BEIRO AV.,"5770","5770 BEIRO, FRANCISCO AV.",-58.529786,-34.617709,"10",VILLA REAL,"85",V,"181",V,,,,,,,,
JOSE MARIA MORENO AV.,"395","395 MORENO, JOSE MARIA AV.",-58.434818,-34.622707,"6",CABALLITO,"25",V,"42",V,"135",I,,,,,,
FRANCISCO BEIRO AV.,"5330","5330 BEIRO, FRANCISCO AV.",-58.525418,-34.614321,"10",VILLA REAL,"85",V,"146",V,,,,,,,,
FRANCISCO BEIRO AV.,"5324","5324 BEIRO, FRANCISCO AV.",-58.525349,-34.614268,"10",VILLA REAL,"80",V,,,,,,,,,,
JOSE MARIA MORENO AV.,"424","424 MORENO, JOSE MARIA AV.",-58.434525,-34.623344,"6",CABALLITO,"42",I,"135",V,,,,,,,,
FRANCISCO BEIRO AV.,"5318","5318 BEIRO, FRANCISCO AV.",-58.52528,-34.614214,"10",VILLA REAL,"108",V,"181",V,,,,,,,,
JOSE MARIA MORENO AV.,"450","450 MORENO, JOSE MARIA AV.",-58.434482,-34.623733,"6",CABALLITO,"172",I,,,,,,,,,,
LOPE DE VEGA AV.,"3459",3459 LOPE DE VEGA AVE,-58.527741,-34.612037,"11",VILLA DEVOTO,"53",I,,,,,,,,,,
JOSE MARIA MORENO AV.,"506","506 MORENO, JOSE MARIA AV.",-58.434342,-34.62503,"6",CABALLITO,"25",I,,,,,,,,,,
LOPE DE VEGA AV.,"3469",3469 LOPE DE VEGA AV.,-58.527844,-34.611954,"11",VILLA DEVOTO,"135",V,,,,,,,,,,
JOSE MARIA MORENO AV.,"526","526 MORENO, JOSE MARIA AV.",-58.434314,-34.625289,"6",CABALLITO,"180",I,,,,,,,,,,
JOSE MARIA MORENO AV.,"546","546 MORENO, JOSE MARIA AV.",-58.434309,-34.625337,"6",CABALLITO,"180",I,,,,,,,,,,
JOSE MARIA MORENO AV.,"591","591 MORENO, JOSE MARIA AV.",-58.43442,-34.625688,"6",CABALLITO,"42",V,"135",I,,,,,,,,
JOSE MARIA MORENO AV.,"569","569 MORENO, JOSE MARIA AV.",-58.434461,-34.625357,"6",CABALLITO,"25",V,,,,,,,,,,
GRAL. PAZ AV.,"9449","9449 PAZ, GRAL. AV.",-58.530489,-34.627696,"10",VERSALLES,"21",V,"28",V,"80",I,"117",I,,,,
GRAL. PAZ AV.,"9785","9785 PAZ, GRAL. AV.",-58.530368,-34.630612,"10",VERSALLES,"21",V,"28",V,"80",I,"117",I,,,,
MERCEDES,"3097",3097 MERCEDES,-58.506431,-34.607243,"11",VILLA DEVOTO,"134",V,,,,,,,,,,
MERCEDES,"3391",3391 MERCEDES,-58.508949,-34.604458,"11",VILLA DEVOTO,"134",V,,,,,,,,,,
TINOGASTA,"4120",4120 TINOGASTA,-58.505985,-34.606698,"11",VILLA DEVOTO,"134",I,,,,,,,,,,
GRAL. PAZ AV.,"4883","4883 PAZ, GRAL. AV.",-58.509279,-34.568134,"12",SAAVEDRA,"28",V,"117",I,,,,,,,,
DON PEDRO DE MENDOZA AV.,"2300",2301 DON PEDRO DE MENDOZA AV.,-58.358562,-34.641731,"4",LA BOCA,"20",V,,,,,,,,,,
CALIFORNIA,"1006",1006 CALIFORNIA,-58.363909,-34.645188,"4",LA BOCA,"20",V,,,,,,,,,,
GRAL. PAZ AV.,"6853","6853 PAZ, GRAL. AV.",-58.521382,-34.5948,"11",VILLA DEVOTO,"21",V,"28",V,"117",I,"161",,,,,
CALIFORNIA,"810",810 CALIFORNIA,-58.361227,-34.644198,"4",LA BOCA,"20",V,,,,,,,,,,
NECOCHEA,"220",NECOCHEA 220,-58.365391,-34.627441,"4",LA BOCA,"8",I,"25",I,"130",I,,,,,,
NECOCHEA,"350",350 NECOCHEA,-58.364516,-34.627999,"4",LA BOCA,"8",I,"25",I,"130",I,,,,,,
NECOCHEA,"608",608 NECOCHEA,-58.362136,-34.629452,"4",LA BOCA,"25",V,"168",I,,,,,,,,
NECOCHEA,"624",624 NECOCHEA,-58.362136,-34.629452,"4",LA BOCA,"8",I,"130",I,,,,,,,,
AZOPARDO,"1504",1504 AZOPARDO,-58.366362,-34.625505,"4",LA BOCA,"8",I,"130",I,,,,,,,,
GRAL. PAZ AV.,"7159","7159 PAZ, GRAL. AV.",-58.523399,-34.599436,"11",VILLA DEVOTO,"21",V,"28",V,"117",I,"161",,,,,
BRASIL AV.,"76",76 BRASIL AV.,-58.364246,-34.625205,"4",LA BOCA,"8",V,"4",I,,,,,,,,
DON PEDRO DE MENDOZA AV.,"443",443 DON PEDRO DE MENDOZA AV.,-58.35832,-34.62738,"4",LA BOCA,"20",I,"130",V,,,,,,,,
GRAL. PAZ AV.,"7387","7387 PAZ, GRAL. AV.",-58.525187,-34.602667,"11",VILLA DEVOTO,"21",V,"28",V,"117",I,"161",,,,,
GRAL. PAZ AV.,"7691","7691 PAZ, GRAL. AV.",-58.526627,-34.605875,"11",VILLA DEVOTO,"21",V,"28",V,"117",I,"161",,,,,
GRAL. PAZ AV.,"7920","7920 PAZ, GRAL. AV.",-58.527015,-34.608341,"11",VILLA DEVOTO,"21",I,"28",I,,,,,,,,
GRAL. PAZ AV.,"7506","7506 PAZ, GRAL. AV.",-58.52494,-34.603965,"11",VILLA DEVOTO,"21",I,"28",I,,,,,,,,
GRAL. PAZ AV.,"6522","6522 PAZ, GRAL. AV.",-58.519363,-34.592067,"11",VILLA DEVOTO,"21",I,"28",I,,,,,,,,
GRAL. PAZ AV.,"6266","6266 PAZ, GRAL. AV.",-58.517932,-34.588988,"11",VILLA DEVOTO,"21",I,"28",I,,,,,,,,
ARISTOBULO DEL VALLE,"432","432 VALLE, ARISTOBULO DEL",-58.36079,-34.633069,"4",LA BOCA,"86",I,,,,,,,,,,
GRAL. PAZ AV.,"5893","5893 PAZ, GRAL. AV.",-58.515759,-34.582346,"11",VILLA DEVOTO,"21",V,"28",,"117",I,,,,,,
GRAL. PAZ AV.,"5999","5999 PAZ, GRAL. AV.",-58.516527,-34.584257,"11",VILLA DEVOTO,"21",V,"28",,"117",I,,,,,,
WARNES AV.,"702",702 WARNES AV.,-58.446687,-34.600774,"15",VILLA CRESPO,"55",I,"119",I,"109",I,,,,,,
LUIS VIALE,"285","285 VIALE, LUIS",-58.445758,-34.603322,"15",VILLA CRESPO,"106",V,"110",I,,,,,,,,
OLAYA,"1520",1520 OLAYA,-58.446202,-34.603311,"15",VILLA CRESPO,"42",V,,,,,,,,,,
OLAYA,"1750",1750 OLAYA,-58.447807,-34.601592,"15",VILLA CRESPO,"42",V,,,,,,,,,,
MALVINAS ARGENTINAS,"306",306 MALVINAS ARGENTINAS,-58.450237,-34.628346,"6",CABALLITO,"44",I,,,,,,,,,,
DR. HONORIO PUEYRREDON AV.,"1130","1130 PUEYRREDON, HONORIO, DR. AV.",-58.446076,-34.607031,"15",VILLA CRESPO,"106",V,,,,,,,,,,
RIVADAVIA AV.,"5423",5423 RIVADAVIA AV.,-58.441869,-34.620596,"6",CABALLITO,"145",I,,,,,,,,,,
ANGEL GALLARDO AV.,"1025","1025 GALLARDO, ANGEL AV.",-58.444643,-34.606956,"15",VILLA CRESPO,"135",V,,,,,,,,,,
ANGEL GALLARDO AV.,"989","989 GALLARDO, ANGEL AV.",-58.443985,-34.606781,"15",VILLA CRESPO,"105",I,"146",I,,,,,,,,
HORTIGUERA,"595",595 HORTIGUERA,-58.444633,-34.629361,"6",CABALLITO,"103",I,,,,,,,,,,
ANGEL GALLARDO AV.,"983","983 GALLARDO, ANGEL AV.",-58.443849,-34.606745,"15",VILLA CRESPO,"76",V,"99",V,,,,,,,,
ANGEL GALLARDO AV.,"951","951 GALLARDO, ANGEL AV.",-58.443577,-34.606674,"15",VILLA CRESPO,"124",I,,,,,,,,,,
OLAYA,"1106",1106 OLAYA,-58.443256,-34.606432,"15",VILLA CRESPO,"42",V,,,,,,,,,,
EMILIO MITRE,"538","538 MITRE, EMILIO",-58.442998,-34.628676,"6",CABALLITO,"103",V,"180",V,,,,,,,,
ANGEL GALLARDO AV.,"789","789 GALLARDO, ANGEL AV.",-58.441455,-34.606109,"15",VILLA CRESPO,"135",V,,,,,,,,,,
RIVADAVIA AV.,"5424",5424 RIVADAVIA AVE,-58.441711,-34.621064,"6",CABALLITO,"145",V,,,,,,,,,,
RIVADAVIA AV.,"5434",5434 RIVADAVIA AV.,-58.441689,-34.621053,"6",CABALLITO,"1",V,"53",V,,,,,,,,
RIVADAVIA AV.,"5437",5437 RIVADAVIA AV.,-58.442026,-34.620676,"6",CABALLITO,"8",I,"96",I,,,,,,,,
LEOPOLDO MARECHAL,"1120","1120 MARECHAL, LEOPOLDO",-58.439487,-34.605405,"15",VILLA CRESPO,"15",V,"119",I,,,,,,,,
RIVADAVIA AV.,"5450",5450 RIVADAVIA AV.,-58.441959,-34.621156,"6",CABALLITO,"49",V,"96",V,,,,,,,,
DIRECTORIO AV.,"956",956 DIRECTORIO AV.,-58.440577,-34.629079,"7",PARQUE CHACABUCO,"97",V,,,,,,,,,,
LEOPOLDO MARECHAL,"1110","1110 MARECHAL, LEOPOLDO",-58.439448,-34.605461,"15",VILLA CRESPO,"55",I,,,,,,,,,,
RIVADAVIA AV.,"5451",5451 RIVADAVIA AV.,-58.442123,-34.620703,"6",CABALLITO,"86",I,,,,,,,,,,
RIVADAVIA AV.,"5468",5468 RIVADAVIA AV.,-58.442292,-34.62127,"6",CABALLITO,"136",V,"163",V,,,,,,,,
RIVADAVIA AV.,"5478",5478 RIVADAVIA AV.,-58.442375,-34.621299,"6",CABALLITO,"88",V,,,,,,,,,,
ANGEL GALLARDO AV.,"593","593 GALLARDO, ANGEL AV.",-58.43909,-34.605423,"15",VILLA CRESPO,"105",I,"146",I,,,,,,,,
RIVADAVIA AV.,"5623",5623 RIVADAVIA AV.,-58.444781,-34.621843,"6",CABALLITO,"145",I,"55",I,,,,,,,,
DEL BARCO CENTENERA AV.,"793",793 BARCO CENTENERA DEL,-58.439683,-34.62872,"6",CABALLITO,"26",I,"56",I,,,,,,,,
ANGEL GALLARDO AV.,"581","581 GALLARDO, ANGEL AV.",-58.439012,-34.605384,"15",VILLA CRESPO,"124",I,,,,,,,,,,
ANGEL GALLARDO AV.,"555","555 GALLARDO, ANGEL AV.",-58.438604,-34.605177,"15",VILLA CRESPO,"92",I,"99",V,,,,,,,,
DEL BARCO CENTENERA AV.,"616",616 BARCO CENTENERA DEL,-58.440854,-34.626869,"6",CABALLITO,"26",I,"56",I,,,,,,,,
FERRARI,"318",318 FERRARI,-58.440251,-34.604727,"15",VILLA CRESPO,"124",V,,,,,,,,,,
RIVADAVIA AV.,"5639",5639 RIVADAVIA AV.,-58.445021,-34.62186,"6",CABALLITO,"25",I,"53",I,,,,,,,,
RIVADAVIA AV.,"5665",5665 RIVADAVIA AVE,-58.445412,-34.622132,"6",CABALLITO,"49",I,,,,,,,,,,
RIVADAVIA AV.,"5669",5669 RIVADAVIA AVE,-58.44546,-34.622156,"6",CABALLITO,"8",I,"86",I,,,,,,,,
RIVADAVIA AV.,"5669",5669 AV. RIVADAVIA,-58.444095,-34.621561,"6",CABALLITO,"49",I,,,,,,,,,,
RIVADAVIA AV.,"5677",5677 RIVADAVIA AV.,-58.445567,-34.622106,"6",CABALLITO,"132",V,,,,,,,,,,
RIVADAVIA AV.,"5677",5677 RIVADAVIA AV.,-58.445704,-34.622163,"6",CABALLITO,"1",I,"2",I,,,,,,,,
WARNES AV.,"197",197 WARNES AV.,-58.43985,-34.603239,"15",VILLA CRESPO,"15",I,"55",V,"119",V,,,,,,
RIVADAVIA AV.,"5708",5708 RIVADAVIA AV.,-58.446002,-34.622612,"6",CABALLITO,"8",V,"132",I,,,,,,,,
DIRECTORIO AV.,"524",524 DIRECTORIO AV.,-58.434354,-34.628173,"7",PARQUE CHACABUCO,"97",V,"180",V,,,,,,,,
RIVADAVIA AV.,"5746",5746 RIVADAVIA AVE,-58.446366,-34.62276,"6",CABALLITO,"53",V,"55",V,,,,,,,,
DIRECTORIO AV.,"502",502 DIRECTORIO AVE,-58.434049,-34.628127,"7",PARQUE CHACABUCO,"56",V,,,,,,,,,,
RIVADAVIA AV.,"5747",5747 RIVADAVIA AV.,-58.44631,-34.622487,"6",CABALLITO,"85",I,"96",I,,,,,,,,
DIRECTORIO AV.,"502",502 DIRECTORIO AVE,-58.434012,-34.628121,"7",PARQUE CHACABUCO,"88",V,"126",V,,,,,,,,
CAMARGO,"195",195 CAMARGO,-58.437594,-34.603121,"15",VILLA CRESPO,"65",I,"71",I,,,,,,,,
JOSE MARIA MORENO AV.,"797","797 MORENO, JOSE MARIA AV.",-58.433972,-34.627709,"6",CABALLITO,"42",V,"135",I,,,,,,,,
JOSE MARIA MORENO AV.,"777","777 MORENO, JOSE MARIA AV.",-58.434008,-34.627555,"6",CABALLITO,"25",V,,,,,,,,,,
LUIS MARIA DRAGO,"8","8 DRAGO, LUIS MARIA",-58.43533,-34.603467,"15",VILLA CRESPO,"65",V,,,,,,,,,,
MARIANO ACOSTA,"208","208 ACOSTA, MARIANO AV.",-58.479653,-34.636057,"10",FLORESTA,"114",V,,,,,,,,,,
JOSE MARIA MORENO AV.,"768","768 MORENO, JOSE MARIA AV.",-58.433854,-34.627516,"6",CABALLITO,"42",I,"135",V,,,,,,,,
CORRIENTES AV.,"5056",5056 CORRIENTES AV.,-58.437165,-34.600498,"15",VILLA CRESPO,"24",I,"109",I,,,,,,,,
CORRIENTES AV.,"5024",5024 CORRIENTES AV.,-58.436805,-34.600618,"15",VILLA CRESPO,"19",V,"71",V,"90",V,,,,,,
VIEL,"769",769 VIEL,-58.431337,-34.626111,"6",CABALLITO,"53",V,,,,,,,,,,
CORRIENTES AV.,"5018",5018 CORRIENTES AV.,-58.436695,-34.600655,"15",VILLA CRESPO,"127",V,"145",I,,,,,,,,
DIRECTORIO AV.,"212",212 DIRECTORIO AV.,-58.429898,-34.627523,"7",PARQUE CHACABUCO,"88",V,"97",V,,,,,,,,
JULIAN ALVAREZ,"185","185 ALVAREZ, JULIAN",-58.438563,-34.602407,"15",VILLA CRESPO,"90",I,"109",v,,,,,,,,
JUAN RAMIREZ DE VELASCO,"385","385 RAMIREZ DE VELASCO, JUAN",-58.435704,-34.59936,"15",VILLA CRESPO,"24",V,,,,,,,,,,
DIRECTORIO AV.,"128",128 DIRECTORIO AVE,-58.428568,-34.627331,"7",PARQUE CHACABUCO,"56",V,"180",V,,,,,,,,
JUAN RAMIREZ DE VELASCO,"465","465 RAMIREZ DE VELASCO, JUAN",-58.436363,-34.598656,"15",VILLA CRESPO,"19",I,"90",I,,,,,,,,
AZUL,"312",312 AZUL,-58.474229,-34.635449,"10",FLORESTA,"86",V,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"487","487 SCALABRINI ORTIZ, RAUL AV.",-58.436725,-34.598677,"15",VILLA CRESPO,"15",I,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"463","463 SCALABRINI ORTIZ, RAUL AV.",-58.436906,-34.598793,"15",VILLA CRESPO,"106",I,"145",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"455","455 SCALABRINI ORTIZ, RAUL AV.",-58.436992,-34.598848,"15",VILLA CRESPO,"57",V,"110",V,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"346","346 SCALABRINI ORTIZ, RAUL AV.",-58.438348,-34.599141,"15",VILLA CRESPO,"24",V,,,,,,,,,,
RAUL SCALABRINI ORTIZ AV.,"306","306 SCALABRINI ORTIZ, RAUL AV.",-58.438584,-34.599646,"15",VILLA CRESPO,"15",V,"57",I,,,,,,,,
LA PLATA AV.,"977",955 LA PLATA AV.,-58.427009,-34.626357,"6",CABALLITO,"15",V,"119",I,,,,,,,,
LA PLATA AV.,"965",965 LA PLATA AV.,-58.426995,-34.626421,"6",CABALLITO,"7",I,"65",V,"85",V,,,,,,
MALABIA,"416",416 MALABIA,-58.439444,-34.598715,"15",VILLA CRESPO,"110",I,,,,,,,,,,
MALABIA,"422",422 MALABIA,-58.439376,-34.598673,"15",VILLA CRESPO,"106",V,,,,,,,,,,
MARIANO ACOSTA,"316","316 ACOSTA, MARIANO AV.",-58.478143,-34.637209,"10",FLORESTA,"114",V,,,,,,,,,,
LA PLATA AV.,"799",799 LA PLATA AV.,-58.427307,-34.625018,"6",CABALLITO,"56",I,"85",V,,,,,,,,
LA PLATA AV.,"791",791 LA PLATA AV.,-58.427345,-34.62486,"6",CABALLITO,"15",V,"119",I,,,,,,,,
LA PLATA AV.,"785",785 LA PLATA AV.,-58.427383,-34.624684,"6",CABALLITO,"65",V,,,,,,,,,,
MARIANO ACOSTA,"30","30 ACOSTA, MARIANO AV.",-58.481691,-34.634423,"10",FLORESTA,"114",V,,,,,,,,,,
MALABIA,"610",610 MALABIA,-58.437414,-34.597426,"15",VILLA CRESPO,"109",V,,,,,,,,,,
MERCEDES,"195",195 MERCEDES,-58.483874,-34.63199,"10",FLORESTA,"85",I,"114",V,,,,,,,,
MERCEDES,"363",363 MERCEDES,-58.484684,-34.630253,"10",FLORESTA,"114",V,,,,,,,,,,
MERCEDES,"389",389 MERCEDES,-58.484789,-34.630028,"10",FLORESTA,"85",I,,,,,,,,,,
AVELLANEDA AV.,"3850",3850 AVELLANEDA AV.,-58.48288,-34.629383,"10",FLORESTA,"99",I,"172",V,,,,,,,,
